age,gender,nationality,current_city,travel_style,budget_level,preferred_region,preferred_cuisine,travel_with,transport_preference,accommodation_type,budget_avg,is_group,travel_intensity,city
33,female,other,Gabes,beaches,medium,desert,asian,solo,public,resort,91.0,1,low,Kebili
25,male,other,Sousse,relaxation,high,north,mediterranean,family,public,resort,77.8,0,high,Ariana
44,male,tunisian,Medenine,luxury,medium,desert,african,solo,plane,airbnb,67.6,0,high,Tozeur
28,female,african,Bizerte,nature,low,north,middle_eastern,solo,plane,hotel,40.0,1,low,Jendouba
43,male,tunisian,Kebili,party,high,coastal,tunisian,friends,plane,airbnb,175.7,1,low,Zaghouan
31,female,african,Tozeur,luxury,medium,south,asian,friends,public,hotel,61.3,0,medium,Gabes
41,female,tunisian,Ariana,cultural,high,north,african,family,plane,hotel,63.9,1,medium,Tunis
26,male,arab,Tunis,nature,low,coastal,asian,family,plane,resort,40.0,1,medium,Mahdia
38,female,tunisian,Medenine,adventure,low,desert,asian,solo,public,resort,40.0,0,high,Tozeur
48,female,arab,Ben Arous,beaches,low,desert,african,couple,car,resort,40.0,1,high,Kebili
36,male,tunisian,Siliana,cultural,low,coastal,indian,family,public,resort,125.8,0,high,Monastir
50,male,european,Medenine,cultural,high,inland,middle_eastern,family,public,hostel,162.1,0,low,Kairouan
42,male,african,Gabes,relaxation,medium,coastal,american,friends,public,hostel,57.3,0,medium,Mahdia
42,female,african,Tozeur,relaxation,low,desert,european,family,plane,hotel,168.0,0,high,Kebili
18,male,other,Sidi Bouzid,beaches,low,desert,african,friends,plane,resort,278.6,1,medium,Kebili
49,female,european,Sidi Bouzid,cultural,high,north,european,couple,plane,resort,257.9,0,medium,Tunis
31,male,tunisian,Kasserine,beaches,medium,coastal,mediterranean,family,public,resort,65.2,1,low,Sousse
32,female,tunisian,Mahdia,party,medium,north,african,family,plane,resort,89.4,0,medium,Ben Arous
51,female,other,Medenine,luxury,medium,inland,indian,friends,plane,hotel,94.6,0,high,Le Kef
48,male,arab,Sidi Bouzid,beaches,low,coastal,american,solo,plane,resort,40.0,1,medium,Sousse
33,female,other,Nabeul,beaches,high,south,tunisian,couple,car,resort,133.5,0,high,Gabes
43,female,arab,Zaghouan,cultural,low,desert,asian,solo,plane,airbnb,280.2,1,low,Tozeur
35,female,european,Manouba,nature,low,desert,middle_eastern,family,car,airbnb,140.6,1,medium,Kebili
18,female,arab,Tataouine,nature,high,south,middle_eastern,solo,car,hostel,51.7,0,high,Kebili
54,female,other,Sfax,nature,low,south,asian,family,car,hostel,121.0,1,low,Kebili
48,female,european,Manouba,beaches,medium,south,european,solo,public,hostel,291.2,0,medium,Gabes
33,female,european,Gabes,party,low,inland,asian,family,car,resort,103.9,1,medium,Sidi Bouzid
58,male,european,Tataouine,relaxation,low,south,indian,couple,public,hostel,151.5,1,medium,Gabes
46,female,arab,Medenine,luxury,high,coastal,mediterranean,couple,plane,hostel,42.1,0,medium,Nabeul
26,female,tunisian,Monastir,relaxation,low,south,asian,solo,car,airbnb,249.5,1,low,Gabes
58,male,other,Medenine,adventure,low,south,indian,solo,car,airbnb,185.5,0,low,Tataouine
33,female,african,Sfax,beaches,high,north,middle_eastern,solo,public,hostel,79.7,0,medium,Bizerte
55,female,tunisian,Jendouba,nature,medium,desert,american,family,public,resort,137.2,1,high,Kebili
67,female,european,Monastir,nature,low,desert,mediterranean,family,public,hotel,110.6,1,high,Kebili
58,male,arab,Beja,relaxation,medium,south,indian,solo,public,hotel,212.5,0,medium,Gabes
21,male,european,Zaghouan,cultural,high,desert,tunisian,family,car,airbnb,248.7,1,low,Tozeur
39,male,african,Bizerte,cultural,low,desert,african,couple,plane,resort,94.4,0,medium,Tozeur
30,female,arab,Gafsa,relaxation,low,desert,american,couple,car,hotel,41.4,0,low,Kebili
38,female,european,Mahdia,cultural,high,inland,indian,family,public,resort,222.6,0,high,Kairouan
27,male,other,Mahdia,adventure,high,inland,asian,couple,public,hotel,151.1,0,high,Bizerte
52,female,african,Bizerte,cultural,high,inland,middle_eastern,family,car,airbnb,138.7,0,medium,Kairouan
29,male,african,Tozeur,cultural,medium,inland,indian,couple,plane,resort,40.0,1,high,Kairouan
59,male,european,Le Kef,beaches,low,coastal,indian,solo,car,hostel,302.4,1,medium,Sousse
42,male,other,Sousse,relaxation,high,north,asian,solo,plane,resort,227.3,0,low,Ariana
27,male,african,Medenine,cultural,high,desert,african,family,car,hostel,269.3,0,low,Tozeur
35,female,african,Medenine,cultural,medium,desert,indian,friends,car,hostel,283.9,0,high,Tozeur
41,male,european,Gabes,party,high,desert,asian,solo,car,resort,237.8,1,medium,Tozeur
47,male,african,Sfax,luxury,medium,desert,indian,friends,car,resort,206.6,1,low,Tozeur
42,female,arab,Gabes,beaches,medium,north,mediterranean,solo,public,hotel,51.3,0,low,Bizerte
34,female,tunisian,Tataouine,party,medium,inland,european,couple,plane,airbnb,125.9,0,medium,Sidi Bouzid
23,male,african,Medenine,relaxation,medium,south,african,friends,car,resort,86.9,1,high,Gabes
39,male,african,Zaghouan,luxury,high,coastal,mediterranean,friends,public,airbnb,236.4,0,medium,Nabeul
45,male,african,Beja,luxury,high,north,indian,friends,public,hotel,44.1,0,medium,Manouba
57,male,other,Tozeur,luxury,medium,coastal,middle_eastern,friends,public,resort,220.2,1,medium,Nabeul
19,male,european,Tunis,beaches,low,coastal,middle_eastern,family,car,hostel,200.9,1,high,Sousse
38,female,tunisian,Sidi Bouzid,nature,low,coastal,mediterranean,family,public,resort,164.4,0,high,Mahdia
60,female,african,Monastir,luxury,medium,south,american,friends,plane,hotel,232.4,0,medium,Gabes
40,female,other,Ariana,luxury,low,coastal,african,friends,car,hotel,314.6,1,high,Nabeul
52,female,european,Medenine,party,low,desert,european,friends,public,airbnb,282.0,0,medium,Tozeur
64,male,arab,Beja,cultural,low,coastal,mediterranean,couple,plane,hostel,175.1,0,medium,Monastir
18,female,tunisian,Medenine,nature,high,south,middle_eastern,family,car,resort,160.1,1,low,Kebili
64,female,tunisian,Kasserine,cultural,high,coastal,mediterranean,couple,public,resort,141.8,1,medium,Monastir
29,female,tunisian,Zaghouan,party,medium,inland,middle_eastern,family,car,hostel,188.8,1,high,Sidi Bouzid
36,male,african,Medenine,party,medium,inland,middle_eastern,solo,plane,resort,227.5,1,medium,Sidi Bouzid
65,male,arab,Kasserine,adventure,high,inland,european,family,plane,hotel,125.9,0,high,Gafsa
43,female,other,Kasserine,cultural,medium,south,american,solo,car,hotel,119.2,0,low,Medenine
35,female,tunisian,Ben Arous,adventure,high,south,indian,family,car,airbnb,138.7,0,low,Tataouine
45,male,tunisian,Bizerte,cultural,high,south,american,solo,plane,airbnb,168.7,1,high,Medenine
33,female,tunisian,Medenine,party,low,desert,asian,couple,car,resort,120.0,1,high,Tozeur
35,male,european,Siliana,party,high,south,mediterranean,couple,car,hostel,205.0,1,high,Sfax
43,male,african,Kairouan,luxury,high,south,american,couple,plane,resort,40.0,1,medium,Gabes
80,male,european,Tunis,adventure,high,north,african,solo,plane,resort,170.7,0,medium,Beja
46,male,other,Le Kef,nature,high,desert,middle_eastern,solo,car,hostel,218.7,0,medium,Kebili
49,female,other,Siliana,luxury,high,coastal,mediterranean,family,public,resort,40.0,0,medium,Nabeul
46,female,other,Medenine,luxury,low,north,american,family,public,hostel,112.9,0,low,Manouba
61,male,tunisian,Gabes,cultural,high,north,american,couple,public,resort,205.6,1,low,Tunis
35,female,arab,Monastir,luxury,medium,south,middle_eastern,couple,public,hotel,147.6,1,medium,Gabes
22,male,arab,Jendouba,relaxation,low,south,european,friends,public,resort,62.2,0,high,Gabes
44,male,african,Bizerte,party,high,north,mediterranean,friends,public,airbnb,237.0,0,medium,Ben Arous
36,male,other,Ariana,relaxation,medium,desert,middle_eastern,friends,car,resort,111.8,0,low,Kebili
49,female,other,Gafsa,beaches,medium,north,american,solo,public,hostel,168.8,0,medium,Bizerte
45,male,other,Medenine,luxury,high,coastal,tunisian,friends,plane,hotel,224.5,1,medium,Nabeul
18,female,tunisian,Sidi Bouzid,luxury,high,inland,american,solo,car,airbnb,324.4,0,high,Le Kef
18,female,arab,Sousse,beaches,high,south,tunisian,solo,car,airbnb,169.4,0,medium,Gabes
49,male,african,Medenine,beaches,high,inland,tunisian,family,public,hotel,139.8,1,high,Sfax
70,female,tunisian,Nabeul,party,medium,desert,european,friends,car,resort,123.7,1,medium,Tozeur
78,female,arab,Kebili,nature,high,coastal,middle_eastern,family,plane,resort,153.3,0,medium,Mahdia
52,female,african,Le Kef,adventure,high,desert,mediterranean,couple,public,resort,174.5,1,high,Tozeur
30,male,african,Tunis,beaches,low,north,middle_eastern,couple,car,airbnb,133.3,0,high,Bizerte
31,male,tunisian,Tunis,party,medium,coastal,indian,family,car,hostel,168.8,0,medium,Zaghouan
27,male,european,Kairouan,beaches,high,coastal,european,solo,car,hostel,165.0,1,high,Sousse
51,male,tunisian,Beja,nature,high,south,american,friends,plane,hotel,223.1,0,high,Kebili
58,male,tunisian,Mahdia,nature,medium,desert,tunisian,couple,public,hostel,57.0,1,medium,Kebili
38,male,other,Siliana,adventure,high,desert,middle_eastern,friends,plane,hostel,116.5,0,low,Tozeur
29,male,tunisian,Manouba,beaches,medium,desert,european,friends,car,airbnb,40.0,0,medium,Kebili
36,female,tunisian,Kebili,party,medium,inland,mediterranean,friends,plane,resort,151.6,0,medium,Sidi Bouzid
41,female,arab,Nabeul,relaxation,low,coastal,tunisian,friends,public,airbnb,62.8,0,high,Mahdia
47,female,tunisian,Kasserine,nature,medium,north,indian,friends,public,hotel,115.4,1,high,Jendouba
52,female,other,Tataouine,nature,low,coastal,african,couple,car,resort,188.3,0,low,Mahdia
28,male,african,Kebili,adventure,low,north,asian,couple,car,airbnb,41.7,0,high,Beja
54,male,tunisian,Jendouba,adventure,medium,inland,american,friends,car,hostel,200.3,0,high,Gafsa
36,male,other,Sousse,luxury,high,coastal,european,solo,car,hotel,40.0,1,medium,Nabeul
50,male,other,Bizerte,nature,high,inland,middle_eastern,friends,plane,hostel,40.0,0,medium,Siliana
25,female,tunisian,Sfax,adventure,medium,north,european,friends,public,hotel,292.1,0,medium,Bizerte
32,male,african,Bizerte,relaxation,low,inland,african,family,car,hotel,238.3,0,high,Kasserine
18,male,african,Mahdia,party,medium,south,tunisian,couple,public,resort,204.1,1,high,Sfax
47,female,other,Monastir,cultural,high,inland,tunisian,couple,plane,airbnb,180.7,0,medium,Kairouan
54,female,other,Sousse,nature,medium,coastal,mediterranean,family,plane,airbnb,178.4,1,high,Mahdia
52,male,african,Sidi Bouzid,beaches,high,inland,middle_eastern,solo,public,hotel,109.5,0,low,Sfax
36,female,arab,Sfax,cultural,medium,desert,african,family,car,hotel,117.0,0,high,Tozeur
19,female,tunisian,Le Kef,cultural,low,desert,mediterranean,family,public,hotel,143.0,1,low,Tozeur
46,female,african,Gafsa,beaches,low,inland,african,family,public,hotel,218.0,0,medium,Sfax
40,female,arab,Ariana,nature,medium,desert,american,family,car,airbnb,194.6,1,high,Kebili
22,female,tunisian,Siliana,luxury,high,north,mediterranean,friends,car,hotel,248.3,1,medium,Manouba
52,male,arab,Le Kef,party,high,desert,mediterranean,friends,plane,resort,40.0,1,low,Tozeur
50,male,european,Tunis,beaches,low,coastal,african,family,public,resort,120.0,1,high,Sousse
25,female,european,Manouba,adventure,medium,south,indian,couple,public,airbnb,111.5,1,high,Tataouine
27,male,other,Siliana,party,low,inland,indian,friends,plane,hostel,81.9,1,low,Sidi Bouzid
56,female,other,Gabes,luxury,medium,desert,american,couple,car,hotel,110.5,1,high,Tozeur
59,male,african,Medenine,nature,low,south,middle_eastern,family,public,hotel,264.2,1,high,Kebili
26,female,tunisian,Tataouine,beaches,low,desert,tunisian,couple,plane,resort,142.5,1,medium,Kebili
54,male,african,Ariana,nature,high,inland,asian,family,car,hotel,152.2,0,high,Siliana
22,male,other,Monastir,adventure,low,desert,american,solo,public,hotel,210.0,1,low,Tozeur
44,male,european,Ben Arous,nature,low,coastal,indian,couple,car,hostel,116.0,0,medium,Mahdia
56,female,arab,Kairouan,party,medium,south,middle_eastern,solo,car,hostel,74.0,1,medium,Sfax
56,male,other,Jendouba,relaxation,medium,south,american,couple,car,hostel,164.9,0,high,Gabes
18,male,other,Gafsa,nature,medium,north,tunisian,friends,plane,airbnb,48.9,0,low,Jendouba
23,male,european,Siliana,nature,low,desert,mediterranean,couple,public,hotel,40.1,1,high,Kebili
50,female,european,Tozeur,luxury,high,south,american,friends,public,airbnb,280.5,1,medium,Gabes
31,male,tunisian,Ben Arous,party,medium,desert,middle_eastern,solo,plane,airbnb,107.9,0,high,Tozeur
48,male,african,Sousse,beaches,high,inland,african,family,car,hotel,267.2,0,high,Sfax
76,female,african,Kairouan,relaxation,high,coastal,indian,couple,plane,hotel,136.5,0,medium,Mahdia
54,male,arab,Tozeur,party,medium,coastal,european,family,car,airbnb,192.6,1,low,Zaghouan
33,female,european,Sidi Bouzid,party,high,south,indian,family,car,hostel,316.0,1,low,Sfax
43,female,tunisian,Tataouine,nature,high,inland,asian,family,public,airbnb,94.6,1,medium,Siliana
45,female,other,Manouba,relaxation,low,desert,american,couple,public,hotel,161.8,1,high,Kebili
67,male,african,Gabes,beaches,high,inland,african,couple,car,hotel,276.1,0,high,Sfax
34,female,tunisian,Jendouba,adventure,high,coastal,asian,couple,car,resort,287.1,0,medium,Sfax
50,male,african,Manouba,cultural,low,north,african,solo,public,hostel,158.2,1,medium,Tunis
34,male,arab,Manouba,nature,medium,coastal,indian,solo,car,hostel,132.0,1,low,Mahdia
19,female,tunisian,Sfax,adventure,high,inland,indian,solo,public,resort,40.0,1,high,Gafsa
44,male,european,Kasserine,nature,low,desert,indian,friends,public,hostel,40.0,0,high,Tataouine
18,female,other,Le Kef,nature,medium,inland,african,friends,car,hotel,110.5,0,medium,Siliana
30,female,arab,Kairouan,nature,low,south,european,family,plane,hostel,97.9,0,low,Kebili
29,female,arab,Tunis,adventure,low,north,european,friends,public,hotel,77.0,1,high,Beja
51,female,african,Ariana,adventure,medium,north,asian,solo,car,hostel,78.7,0,high,Beja
42,female,european,Manouba,party,low,south,tunisian,couple,plane,resort,185.4,1,low,Sfax
44,male,other,Tataouine,beaches,high,north,mediterranean,solo,public,resort,70.6,1,low,Bizerte
49,female,african,Kasserine,relaxation,low,north,middle_eastern,family,car,hotel,232.3,1,medium,Ariana
48,female,other,Kebili,adventure,low,north,asian,couple,car,hostel,162.3,0,low,Beja
30,male,european,Ariana,party,medium,coastal,european,couple,plane,airbnb,180.4,0,high,Zaghouan
52,female,european,Tozeur,nature,low,inland,american,friends,car,resort,234.5,0,low,Siliana
25,female,european,Zaghouan,relaxation,high,coastal,african,solo,car,hotel,40.0,1,low,Mahdia
48,female,tunisian,Ariana,party,medium,inland,european,friends,public,airbnb,40.0,0,high,Sidi Bouzid
27,female,arab,Manouba,relaxation,low,south,mediterranean,solo,car,hostel,114.9,1,high,Gabes
35,male,arab,Kebili,adventure,low,south,european,friends,car,hotel,144.7,1,medium,Tataouine
42,male,arab,Manouba,luxury,medium,coastal,indian,couple,plane,airbnb,204.8,0,medium,Nabeul
69,male,european,Gafsa,luxury,low,inland,european,family,plane,resort,102.8,0,high,Le Kef
47,male,arab,Tozeur,nature,medium,south,african,solo,plane,hostel,111.3,1,high,Kebili
24,female,other,Jendouba,adventure,medium,north,tunisian,friends,plane,hotel,140.0,0,medium,Beja
36,female,other,Zaghouan,relaxation,low,south,european,couple,public,airbnb,128.6,1,low,Gabes
43,male,other,Tunis,party,high,north,indian,friends,car,hostel,76.1,1,low,Ben Arous
56,female,european,Ben Arous,party,medium,desert,tunisian,family,public,airbnb,122.6,0,high,Tozeur
30,male,tunisian,Sfax,nature,high,inland,tunisian,solo,public,airbnb,101.6,0,medium,Siliana
18,female,other,Jendouba,party,low,coastal,american,couple,plane,hotel,188.7,0,high,Zaghouan
24,male,african,Gafsa,cultural,high,south,african,solo,car,airbnb,191.3,0,medium,Medenine
49,male,european,Le Kef,nature,medium,north,european,friends,car,hotel,115.6,0,medium,Jendouba
31,female,arab,Ben Arous,luxury,low,coastal,tunisian,family,public,resort,240.0,0,medium,Nabeul
21,female,arab,Kebili,relaxation,high,inland,asian,family,plane,airbnb,83.0,1,medium,Kasserine
30,female,african,Zaghouan,beaches,medium,coastal,indian,family,public,hotel,239.2,0,low,Sousse
26,male,arab,Tozeur,beaches,high,coastal,middle_eastern,couple,car,hotel,116.2,1,medium,Sousse
52,female,african,Kasserine,cultural,low,inland,indian,couple,plane,airbnb,116.1,1,low,Kairouan
27,male,arab,Manouba,adventure,high,desert,american,family,public,airbnb,40.0,1,high,Tozeur
48,male,tunisian,Gabes,beaches,high,desert,mediterranean,family,car,hostel,77.7,0,high,Kebili
37,female,other,Sousse,nature,low,inland,european,solo,car,hostel,126.1,1,high,Siliana
33,female,african,Ben Arous,luxury,low,south,american,friends,public,hotel,223.9,1,medium,Gabes
46,female,european,Le Kef,party,medium,south,african,couple,plane,hostel,130.1,0,high,Sfax
52,male,other,Nabeul,cultural,low,desert,asian,solo,car,hostel,112.3,1,high,Tozeur
25,female,arab,Nabeul,relaxation,medium,inland,indian,solo,public,airbnb,123.5,0,medium,Kasserine
56,male,african,Jendouba,party,high,south,mediterranean,family,public,resort,88.4,0,medium,Sfax
45,male,tunisian,Zaghouan,nature,high,inland,indian,friends,public,hostel,80.9,0,high,Siliana
18,female,arab,Le Kef,cultural,medium,coastal,american,couple,car,airbnb,256.1,1,medium,Monastir
49,female,other,Sfax,beaches,high,coastal,mediterranean,couple,plane,airbnb,40.0,1,medium,Sousse
42,male,tunisian,Nabeul,nature,high,inland,middle_eastern,solo,car,airbnb,68.8,0,medium,Siliana
53,female,arab,Sfax,relaxation,high,desert,mediterranean,friends,public,hotel,40.0,1,low,Kebili
39,male,arab,Nabeul,relaxation,medium,desert,american,couple,plane,airbnb,114.8,0,low,Kebili
55,female,african,Manouba,beaches,low,coastal,mediterranean,friends,plane,hotel,172.2,1,low,Sousse
28,female,other,Bizerte,nature,low,south,mediterranean,family,car,hotel,40.0,0,medium,Kebili
35,female,arab,Manouba,party,medium,north,mediterranean,couple,plane,airbnb,203.5,0,high,Ben Arous
62,female,other,Sfax,relaxation,low,desert,european,couple,public,resort,163.9,0,high,Kebili
